Phytochemical,PlantName,PubMed Id
davisinol,Delphinium davisii,8699181
hetisine,Delphinium davisii,8699181
hetisinone,Delphinium davisii,8699181
karakoline,Delphinium davisii,8699181
blacknidine,Delphinium elatum,7769394
blacknine,Delphinium elatum,7769394
14-hydroxyhetisinone N-oxide,Delphinium gracile,17852738
8-methoxykarakoline,Delphinium gracile,17852738
delphigraciline,Delphinium gracile,17852738
atisine,Delphinium honanense,22083922
delcorinine,Delphinium honanense,22083922
honatisine,Delphinium honanense,22083922
isoatisine,Delphinium honanense,22083922
nordhagenine A,Delphinium honanense,22083922
siwanine E,Delphinium honanense,22083922
uraphine,Delphinium honanense,22083922
majusidine A,Delphinium majus,19161345
majusidine B,Delphinium majus,19161345
majusimine A,Delphinium majus,19161345
majusimine B,Delphinium majus,19161345
majusimine C,Delphinium majus,19161345
majusimine D,Delphinium majus,19161345
majusine A,Delphinium majus,19161345
majusine B,Delphinium majus,19161345
majusine C,Delphinium majus,19161345
14-acetylbrowniine,Delphinium pentagynum,15279983
14-deacetyl-14-isobutyrylnudicauline,Delphinium pentagynum,15279983
14-deacetylnudicauline,Delphinium pentagynum,15279983
14-demethyl-14-acetylanhweidelphinine,Delphinium pentagynum,15279983
14-demethyl-14-isobutyrylanhweidelphinin,Delphinium pentagynum,15279983
18-methoxygadesine,Delphinium pentagynum,15279983
2-dehydrodeacetylheterophylloidine,Delphinium pentagynum,15279983
browniine,Delphinium pentagynum,15279983
delcosine,Delphinium pentagynum,15279983
karakoline,Delphinium pentagynum,15279983
lycoctonine,Delphinium pentagynum,15279983
magnoflorine,Delphinium pentagynum,15279983
methyllycaconitine,Delphinium pentagynum,15279983
neoline,Delphinium pentagynum,15279983
13-(2-methylbutyryl)azitine,Delphinium scabriflorum,15387663
14-deacetyl-14-isobutyrylajadine,Delphinium scabriflorum,15387663
14-deacetylnudicauline,Delphinium scabriflorum,15387663
ajacine,Delphinium scabriflorum,15387663
delbine,Delphinium scabriflorum,15387663
delcosine,Delphinium scabriflorum,15387663
delectinine,Delphinium scabriflorum,15387663
deltatsine,Delphinium scabriflorum,15387663
dictysine,Delphinium scabriflorum,15387663
geyerline,Delphinium scabriflorum,15387663
lycoctonine,Delphinium scabriflorum,15387663
methyllycaconitine,Delphinium scabriflorum,15387663
14-deacetyl-14-isobutyrylajadine,Delphinium stapeliosum,10650068
14-deacetyl-14-isobutyrylnudicauline,Delphinium stapeliosum,10650068
14-deacetylajadine,Delphinium stapeliosum,10650068
14-deacetylnudicauline,Delphinium stapeliosum,10650068
14-demethyltuguaconitine,Delphinium stapeliosum,10650068
ajacine,Delphinium stapeliosum,10650068
ajadine,Delphinium stapeliosum,10650068
delbonine,Delphinium stapeliosum,10650068
delcosine,Delphinium stapeliosum,10650068
deltatsine,Delphinium stapeliosum,10650068
methyllycaconitine,Delphinium stapeliosum,10650068
nudicauline,Delphinium stapeliosum,10650068
14-acetylchasmanine,Delphinium staphisagria,10978212
19-oxodihydroatisine,Delphinium staphisagria,10978212
22-O-acetyl-19-oxodihydroatisine,Delphinium staphisagria,10978212
bullatine C,Delphinium staphisagria,10978212
chasmanine,Delphinium staphisagria,10978212
delphinine,Delphinium staphisagria,10978212
dihydroatisine,Delphinium staphisagria,10978212
isoazitine,Delphinium staphisagria,10978212
neoline,Delphinium staphisagria,10978212
tiantaishandine,Delphinium tiantaishan,17851394
tiantaishanmine,Delphinium tiantaishan,17851394
tiantaishannine,Delphinium tiantaishan,17851394
tiantaishansine,Delphinium tiantaishan,17851394
trichodelphinine,Delphinium trichophorum,24256579
trichodelphinine A,Delphinium trichophorum,24256579
trichodelphinine C,Delphinium trichophorum,24256579
trichodelphinine D,Delphinium trichophorum,24256579
trichodelphinine E,Delphinium trichophorum,24256579
trichodelphinine F,Delphinium trichophorum,24256579
trifoliolasine D,Delphinium trifoliolatum,16038552
trifoliolasine E,Delphinium trifoliolatum,16038552
trifoliolasine F,Delphinium trifoliolatum,16038552
dendocarbin A,Dendrodoris carbunculosa,11421732
dendocarbin B,Dendrodoris carbunculosa,11421732
dendocarbin C,Dendrodoris carbunculosa,11421732
dendocarbin D,Dendrodoris carbunculosa,11421732
dendocarbin E,Dendrodoris carbunculosa,11421732
dendocarbin F,Dendrodoris carbunculosa,11421732
dendocarbin G,Dendrodoris carbunculosa,11421732
dendocarbin H,Dendrodoris carbunculosa,11421732
dendocarbin I,Dendrodoris carbunculosa,11421732
dendocarbin J,Dendrodoris carbunculosa,11421732
dendocarbin K,Dendrodoris carbunculosa,11421732
dendocarbin L,Dendrodoris carbunculosa,11421732
dendocarbin M,Dendrodoris carbunculosa,11421732
dendocarbin N,Dendrodoris carbunculosa,11421732
"2,7-dihydroxy-4-methoxyphenanthrene",Dioscorea bulbifera,23176193
bafoudiosbulbins A,Dioscorea bulbifera,23176193
bafoudiosbulbins B,Dioscorea bulbifera,23176193
bafoudiosbulbins C,Dioscorea bulbifera,23176193
bafoudiosbulbins F,Dioscorea bulbifera,23176193
bafoudiosbulbins G,Dioscorea bulbifera,23176193
(25R)-dracaenoside G,Dioscorea nipponica,23678800
7-oxodioscin,Dioscorea nipponica,23678800
dioscin,Dioscorea nipponica,23678800
dioseptemloside G,Dioscorea nipponica,23678800
gracillin,Dioscorea nipponica,23678800
methylprotodioscin,Dioscorea nipponica,23678800
orbiculatoside B,Dioscorea nipponica,23678800
progenin III,Dioscorea nipponica,23678800
dioscoreside C,Dioscorea panthaica,11745024
dioscoreside D,Dioscorea panthaica,11745024
dioscoreside E,Dioscorea panthaica,15125576
pregnadienolone 3-O-beta-chacotrioside,Dioscorea panthaica,11745024
pregnadienolone 3-O-beta-gracillimatriose,Dioscorea panthaica,11745024
protodioscin,Dioscorea panthaica,15125576
pseudoprotodioscin,Dioscorea panthaica,11745024
dioseptemloside I,Dioscorea septemloba,19708004
dioseptemloside J,Dioscorea septemloba,19708004
hypoglaucin G,Dioscorea spongiosa,12762799
methylprotodioscin,Dioscorea spongiosa,12762799
spongioside A,Dioscorea spongiosa,12762799
spongioside B,Dioscorea spongiosa,12762799
spongipregnoloside A,Dioscorea spongiosa,12762799
spongipregnoloside B,Dioscorea spongiosa,12762799
spongipregnoloside C,Dioscorea spongiosa,12762799
spongipregnoloside D,Dioscorea spongiosa,12762799
(Z) -3-Teoadecen-5-yne,Discocleidion rufescens,18998565
beta-Pinene,Discocleidion rufescens,18998565
n-Hexadecanoic acid,Discocleidion rufescens,18998565
Phytol,Discocleidion rufescens,18998565
Alkaloids,Dissotis rotundifolia,22654215
oleanolic acid,Distictella elongata,24068079
Pectolinarin,Distictella elongata,24068079
pomolic acid,Distictella elongata,24068079
ursolic acid,Distictella elongata,24068079
?-sitosterol,Distictella elongata,24068079
"2""-p-coumarylastragalin",Dracocephalum moldavica,16075732
acacetin,Dracocephalum moldavica,12776320
acacetin-7-O-(6-O-Malonyl-beta-D-glucopyranoside),Dracocephalum moldavica,15706847
agastachoside,Dracocephalum moldavica,12776320
agastachoside,Dracocephalum moldavica,15706847
apigenin,Dracocephalum moldavica,15706847
beta-daucosterol,Dracocephalum moldavica,16075732
isorhamnetin,Dracocephalum moldavica,15706847
kaempferol,Dracocephalum moldavica,15706847
"kaempferol-3-O-beta-D-(6""-O-p-coumaroyl)-galactopyranoside",Dracocephalum moldavica,16075732
luteolin,Dracocephalum moldavica,15706847
oleanolic acid,Dracocephalum moldavica,12776320
syringaresinol,Dracocephalum moldavica,15706847
"sy-ringaresinol-4,4'-O-bis-beta-D-glucoside",Dracocephalum moldavica,16075732
syringaresinol4-O-beta-D-monoglucoside,Dracocephalum moldavica,16075732
takakin-8-O-beta-D-glucopyranoside,Dracocephalum moldavica,16075732
tilianin,Dracocephalum moldavica,12776320
tilianin,Dracocephalum moldavica,15706847
Dracotanoside A,Dracocephalum tanguticum,19499937
Dracotanoside B,Dracocephalum tanguticum,19499937
Dracotanoside C,Dracocephalum tanguticum,19499937
Dracotanoside D,Dracocephalum tanguticum,19499937
Drimiopsin A,Drimiopsis maculata,15497949
Drimiopsin B,Drimiopsis maculata,15497949
Drimiopsin C,Drimiopsis maculata,15497949
Drimiopsin D,Drimiopsis maculata,15497949
Drimiopsin E,Drimiopsis maculata,15497949
Drimiopsin F,Drimiopsis maculata,15497949
drimiopsins A,Drimiopsis maculata,15497949
drimiopsins B,Drimiopsis maculata,15497949
drimiopsins C,Drimiopsis maculata,15497949
drimiopsins D,Drimiopsis maculata,15497949
drimiopsins E,Drimiopsis maculata,15497949
drimiopsins F,Drimiopsis maculata,15497949
"3,3'-dimethoxy ellagic acid",Drosera peltata var. multisepala,22737855
droserone,Drosera peltata var. multisepala,22737855
droserone-5-O-glucoside,Drosera peltata var. multisepala,22737855
ellagic acid,Drosera peltata var. multisepala,22737855
epi-isoshinanolone,Drosera peltata var. multisepala,22737855
gossypetin-8-O-glucoside,Drosera peltata var. multisepala,22737855
isoshinanolone,Drosera peltata var. multisepala,22737855
isoshinanolone-4-O-beta-D-glucoside,Drosera peltata var. multisepala,22737855
kaempferol,Drosera peltata var. multisepala,22737855
plumbagin,Drosera peltata var. multisepala,22737855
quercetin,Drosera peltata var. multisepala,22737855
"5,7-dihydroxy-2-hydroxymethyl chromone",Dryopteris fragrans,19960945
beta-sitosterol,Dryopteris fragrans,19960945
quercetin,Dryopteris fragrans,19960945
quercetin-3-O-beta-D-pyranglucoside,Dryopteris fragrans,19960945
rutin,Dryopteris fragrans,19960945
alkaloids,Dryopteris syrmatica,22536985
Ecbolin A,Ecbolium linneanum,12453526
alkaloids,Eleutherine americana,22536985
eleutheroside E(2),Eleutherococcus senticosus,11731930
eleutherosides B,Eleutherococcus senticosus,11731930
eleutherosides E,Eleutherococcus senticosus,11731930
eleutherosides E(1),Eleutherococcus senticosus,11731930
isomaltol 3-O-alpha-D-glucopyranoside,Eleutherococcus senticosus,11731930
thymidine,Eleutherococcus senticosus,11731930
"5,3',4'-trihydroxy-7-O-beta-D-glucoside",Elsholtza bodinieri Vaniot,15981875
"5,7,3',4-tetrahydroxyflavone",Elsholtza bodinieri Vaniot,15981875
"5,7-dihydroxyflavone",Elsholtza bodinieri Vaniot,15981875
acacetin,Elsholtza bodinieri Vaniot,15981875
beta-sitosterol,Elsholtza bodinieri Vaniot,15981875
daucosterol,Elsholtza bodinieri Vaniot,15981875
oleanolic acid,Elsholtza bodinieri Vaniot,15981875
"5-hydroxy-6, 7-dimethoxyflavone",Elsholtzia blanda,16422538
"5-hydroxy-7, 8 -dimethoxyflavone",Elsholtzia blanda,16422538
luteolin,Elsholtzia blanda,16422538
luteolin-5-O-beta-D-glucopyranoside,Elsholtzia blanda,16422538
luteolin-7-O-beta-D-glucopyranoside,Elsholtzia blanda,16422538
"2,5-dihydroxy-3-methyl-1,4-benzoquinone",Embelia schimperi,18386487
"3beta, 11alpha, 16alpha, 28-tetrahydroxy-12-oleanene",Embelia schimperi,16973190
"3beta, 28alpha-dihydroxy-16-oxo-13beta, 28-oxydooleanane",Embelia schimperi,16973190
"3beta, 28-di-O-acetyl-16alpha-hydroxy-12-oleanene",Embelia schimperi,16973190
"3beta,16alpha-di-O-acetyl-13beta, 28-epoxyoleanane",Embelia schimperi,16973190
"3beta-acetyl-11alpha, 28-dihydroxy-16-oxo-12-oleanene",Embelia schimperi,16973190
"3beta-acetyl-16alpha, 28alpha-dihydroxy-13beta, 28-oxydooleanane",Embelia schimperi,16973190
"3beta-acetyl-16alpha-hydroxy-13beta, 28-epoxyoleanane",Embelia schimperi,16973190
"3beta-acetyl-16alpha-hydroxyoleanane-13beta, 28-olide",Embelia schimperi,16973190
"3beta-acetyl-16-oxo-13beta, 28-epoxyoleanane",Embelia schimperi,16973190
3beta-acetyl-28-hydroxy-16-oxo-12-oleanene,Embelia schimperi,16973190
aegicerin,Embelia schimperi,16973190
embelinone,Embelia schimperi,12560028
protoprimulagenin A,Embelia schimperi,16973190
schimperinone,Embelia schimperi,12560028
stigmasterol,Embelia schimperi,16973190
taraxerol,Embelia schimperi,16973190
taraxerone,Embelia schimperi,16973190
caohuoside-B,Epimedium koreanum,7766057
"5,7-dihydroxy-3',4'-dimethoxyflavone",Eremosparton songoricum,15714817
"5-hydroxy-7,4'-dimethoxyflavone",Eremosparton songoricum,15714817
acacetin,Eremosparton songoricum,15714817
apigenin,Eremosparton songoricum,15714817
chrysoeriol,Eremosparton songoricum,15714817
flavogadorinin,Eremosparton songoricum,15714817
pedalitin,Eremosparton songoricum,15714817
5-deoxyantirrhinoside,Eriophyton wallichii,17639985
8-epiloganic acid,Eriophyton wallichii,17639985
"apigenin 7-(6""-p-coumaroyl) glucoside",Eriophyton wallichii,17639985
beta-sitosterol,Eriophyton wallichii,17639985
cimigoside,Eriophyton wallichii,17639985
marrubiin,Eriophyton wallichii,17639985
ursolic acid,Eriophyton wallichii,17639985
11-oxo-alpha-amyrin acetate,Ervatamia hainanensis,17048586
19-epi-heyneanine,Ervatamia hainanensis,17879729
19-heyneanine,Ervatamia hainanensis,17879729
3-(2-oxopropyl) coronaridine,Ervatamia hainanensis,17879729
3-hydroxyl coronaridine,Ervatamia hainanensis,17879729
"5alpha, 8alpha-epidioxyergosta-6, 22-dien-3beta-ol",Ervatamia hainanensis,17048586
alpha-amyrin,Ervatamia hainanensis,17879729
alpha-amyrin acetate,Ervatamia hainanensis,17879729
alpha-amyrin acetate,Ervatamia hainanensis,17048586
beta-daucosterol,Ervatamia hainanensis,17048586
beta-sitosterol,Ervatamia hainanensis,17048586
coronaridine,Ervatamia hainanensis,17879729
coronaridine hydroxyindolenine,Ervatamia hainanensis,17879729
"cycloart-23-ene-3beta, 25-diol",Ervatamia hainanensis,17048586
"cycloart-25-ene-3beta, 24-diol",Ervatamia hainanensis,17048586
ibogaine,Ervatamia hainanensis,17879729
ibogamin-3-one,Ervatamia hainanensis,17048586
ibogamine,Ervatamia hainanensis,17879729
voacangine,Ervatamia hainanensis,17879729
vobasine,Ervatamia hainanensis,17879729
3-O-methylcalopocarpin,Erythrina burttii,12770595
7-O-methylluteone,Erythrina burttii,12770595
8-prenylluteone,Erythrina burttii,12770595
burttinonedehydrate,Erythrina burttii,12770595
genistein,Erythrina burttii,12770595
burttinone,Erythrina caffra Thunb,24665834
erycaffra D,Erythrina caffra Thunb,24665834
erycaffra E,Erythrina caffra Thunb,24665834
erycaffra F,Erythrina caffra Thunb,24665834
erysubin B,Erythrina caffra Thunb,24665834
erythrinin C,Erythrina caffra Thunb,24665834
isosenegalensein,Erythrina caffra Thunb,24665834
eriotrichin B,Erythrina eriotricha,8590641
erybraedin A,Erythrina eriotricha,8590641
erybraedin C,Erythrina eriotricha,8590641
erybraedin D,Erythrina eriotricha,8590641
erybraedin E,Erythrina eriotricha,8590641
isonorautenol,Erythrina eriotricha,8590641
"3,7,4'-trihydroxyflavone",Erythrina fusca,20079815
demethylmedicarpin,Erythrina fusca,20079815
erypoegin I,Erythrina fusca,20079815
erythrabissin I,Erythrina fusca,20079815
erythribyssin A,Erythrina fusca,20079815
eryvarin D,Erythrina fusca,20079815
Fuscacarpan A,Erythrina fusca,20079815
Fuscacarpan B,Erythrina fusca,20079815
Fuscacarpan C,Erythrina fusca,20079815
genistein,Erythrina fusca,20079815
hydroxycristacarpone,Erythrina fusca,20079815
isoliquiritigenin,Erythrina fusca,20079815
liquiritigenin,Erythrina fusca,20079815
orientanol A,Erythrina fusca,20079815
sandwicensin,Erythrina fusca,20079815
scandenone,Erythrina fusca,20079815
vestitone,Erythrina fusca,20079815
8-prenyl erythrinin C,Erythrina indica,11730876
8-prenyldaidzein,Erythrina indica,10869220
alpinumisoflavone,Erythrina indica,11730876
daidzein,Erythrina indica,10869220
dimethylalpinumisoflavone,Erythrina indica,11730876
erysenegalensein E,Erythrina indica,11730876
erythrinassinate B,Erythrina indica,11730876
genistein,Erythrina indica,11730876
indicanine A,Erythrina indica,10869220
indicanine B,Erythrina indica,10820816
indicanine C,Erythrina indica,10820816
indicanine D,Erythrina indica,11730876
indicanine E,Erythrina indica,11730876
wighteone,Erythrina indica,11730876
erylatissin A,Erythrina latissima,15649516
erylatissin B,Erythrina latissima,15649516
erylatissin C,Erythrina latissima,15649516
abyssinone V-4'-methylethe,Erythrina lysistemon,12150799
alpinumisoflavone,Erythrina lysistemon,12150799
burttinone,Erythrina lysistemon,12150799
isoerysenegalensein E,Erythrina lysistemon,12150799
isosenegalensin,Erythrina lysistemon,12150799
lysisteisoflavanone,Erythrina lysistemon,12150799
wighteone,Erythrina lysistemon,12150799
"3'-formyl-5,4'-dihydroxy-7-methoxyisoflavone",Erythrina poeppigiana,19705860
3'-isoprenylgenistein,Erythrina poeppigiana,19705860
"5,2',4'-trihydroxy-7-methoxy-5'-(3-methylbuten-2-yl)isoflavone",Erythrina poeppigiana,19705860
"5,4'-dihydroxy-7-methoxy-3'-(3-methyl-2-hydroxybuten-3-yl)isoflavone",Erythrina poeppigiana,19705860
"5,4'-dihydroxy-7-methoxy-3'-(3-methylbuten-2-yl)isoflavone",Erythrina poeppigiana,19705860
"5-hydroxy-3''-hydroxy-2'',2''-dimethyldihydropyrano[5'',6'':3',4']isoflavone",Erythrina poeppigiana,19705860
alpinumisoflavone,Erythrina poeppigiana,19705860
crystacarpin,Erythrina poeppigiana,19705860
erypoegin D,Erythrina poeppigiana,19705860
isolupabigenin,Erythrina poeppigiana,19705860
wighteone,Erythrina poeppigiana,19705860
erysubin C,Erythrina suberosa var. glabrescences.,11314966
erysubin D,Erythrina suberosa var. glabrescences.,11314966
erysubin E,Erythrina suberosa var. glabrescences.,11314966
erysubin F,Erythrina suberosa var. glabrescences.,11314966
"(+)-10,11-dioxoepierythratidine",Erythrina subumbrans,18171023
"(+)-10,11-dioxoerythratidinone",Erythrina subumbrans,18171023
"(+)-10,11-dioxoerythratine",Erythrina subumbrans,18171023
1-methoxyerythrabyssin II,Erythrina subumbrans,18171023
5-hydroxysophoranone,Erythrina subumbrans,18171023
abyssinone V,Erythrina subumbrans,18171023
erybraedin A,Erythrina subumbrans,18171023
erycristagallin,Erythrina subumbrans,18171023
erystagallin A,Erythrina subumbrans,18171023
erythrabissin-1,Erythrina subumbrans,18171023
erythrabyssin II,Erythrina subumbrans,18171023
eryvarin A,Erythrina subumbrans,18171023
hydroxycristacarpone,Erythrina subumbrans,18171023
lespedezaflavanone B,Erythrina subumbrans,18171023
sophoradiol,Erythrina subumbrans,18171023
soyasapogenol B,Erythrina subumbrans,18171023
vogelin C,Erythrina subumbrans,18171023
erythrodiol,Erythrina variegata,16595969
eryvarin A,Erythrina variegata,10985092
eryvarin B,Erythrina variegata,10985092
eryvarin F,Erythrina variegata,12648545
eryvarin G,Erythrina variegata,12648545
eryvarin M,Erythrina variegata,17191901
eryvarin N,Erythrina variegata,17191901
eryvarin O,Erythrina variegata,17191901
