"","FOUND_BY","PREFERRED_NAME","INCHIKEY","SMILES","INCHI_STRING","MOLECULAR_FORMULA","MONOISOTOPIC_MASS","MS_READY_SMILES","QSAR_READY_SMILES","BIOCONCENTRATION_FACTOR_TEST_PRED","BOILING_POINT_DEGC_TEST_PRED","X48HR_DAPHNIA_LC50_MOL.L_TEST_PRED","DENSITY_G.CM.3_TEST_PRED","DEVTOX_TEST_PRED","X96HR_FATHEAD_MINNOW_MOL.L_TEST_PRED","FLASH_POINT_DEGC_TEST_PRED","MELTING_POINT_DEGC_TEST_PRED","AMES_MUTAGENICITY_TEST_PRED","ORAL_RAT_LD50_MOL.KG_TEST_PRED","SURFACE_TENSION_DYN.CM_TEST_PRED","THERMAL_CONDUCTIVITY_MW..M.K._TEST_PRED","TETRAHYMENA_PYRIFORMIS_IGC50_MOL.L_TEST_PRED","VISCOSITY_CP_CP_TEST_PRED","VAPOR_PRESSURE_MMHG_TEST_PRED","WATER_SOLUBILITY_MOL.L_TEST_PRED","ATMOSPHERIC_HYDROXYLATION_RATE_.AOH._CM3.MOLECULE.SEC_OPERA_PRED","BIOCONCENTRATION_FACTOR_OPERA_PRED","BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED","BOILING_POINT_DEGC_OPERA_PRED","HENRYS_LAW_ATM.M3.MOLE_OPERA_PRED","OPERA_KM_DAYS_OPERA_PRED","OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED","SOIL_ADSORPTION_COEFFICIENT_KOC_L.KG_OPERA_PRED","OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED","MELTING_POINT_DEGC_OPERA_PRED","VAPOR_PRESSURE_MMHG_OPERA_PRED","WATER_SOLUBILITY_MOL.L_OPERA_PRED","atom_stereo_count","bond_stereo_count","canonical_smiles","charge","cid","complexity","covalent_unit_count","defined_atom_stereo_count","defined_bond_stereo_count","exact_mass","h_bond_acceptor_count","h_bond_donor_count","heavy_atom_count","inchi","isomeric_smiles","iupac_name","molecular_formula","molecular_weight","monoisotopic_mass","rotatable_bond_count","tpsa","undefined_atom_stereo_count","undefined_bond_stereo_count","xlogp"
"182","InChIKey","Butanedioic acid","KDYFGRWQOYBRFD-UHFFFAOYSA-N","OC(=O)CCC(O)=O","InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)","C4H6O4","118.0266087","OC(=O)CCC(O)=O","OC(=O)CCC(O)=O","0.299916","279.143","0.00218273","1.39","0.771","0.002208","156.05","134.428","0.095","0.0262422","31.197","164.183","0.00977237","6.35331","2.98538E-05","0.72277","2.54629E-12","3.89367","5.96871","316.541","8.84113E-09","0.123462","7.21213","19.4164","-0.589688","187.731","1.94964E-07","0.9167",0,0,"C(CC(=O)O)C(=O)O",0,1110,92.6,1,0,0,118.026608672,4,2,8,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)","C(CC(=O)O)C(=O)O","butanedioic acid","C4H6O4",118.09,118.026608672,3,74.6,0,0,-0.6
"189","InChIKey","1,8-Cineol","WEEGYLXZBRQIMU-UHFFFAOYSA-N","CC12CCC(CC1)C(C)(C)O2","InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3","C10H18O","154.1357652","CC12CCC(CC1)C(C)(C)O2","CC12CCC(CC1)C(C)(C)O2","59.9791","181.884","0.000166341","0.88","0.632","0.000805378","49.312","11.564","0.113","0.0053827","27.55","109.58","0.000776247","2.90402","1.00462","0.00818465","1.11557E-11","29.9881","110.298","174.978","0.00252879","0.378012","4.43154","2006.15","2.62304","1.51745","1.89823","0.0108454",0,0,"CC1(C2CCC(O1)(CC2)C)C",0,2758,164,1,0,0,154.1357652,1,0,11,"InChI=1S/C10H18O/c1-9(2)8-4-6-10(3,11-9)7-5-8/h8H,4-7H2,1-3H3","CC1(C2CCC(O1)(CC2)C)C","1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane","C10H18O",154.25,154.1357652,0,9.2,0,0,2.5
"209","Indigo InChIKey","acetic acid, 1,7,7-trimethyl-bicyclo[2.2.1]hept-2-yl ester","KGEKLUUHTZCSIP-UHFFFAOYSA-N","[H]C12CCC(C)(C(C1)OC(C)=O)C2(C)C","InChI=1/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3","C12H20O2","196.1463299","[H]C12CCC(C)(C(C1)OC(C)=O)C2(C)C","[H]C12CCC(C)(C(C1)OC(C)=O)C2(C)C","66.2216","221.153","1.11429E-05","0.959","0.715","0.000203236","89.527","52.987","0.028","0.0154525","30.558","116.092","0.000276058","8.10961","0.0583445","0.0022751","1.38983E-11","41.3385","4.49535","221.045","0.00051587","0.281705","5.87223","400.344","4.29922","29.1519","0.226286","0.000190496",3,0,"CC(=O)OC1CC2CCC1(C2(C)C)C",0,6448,270,1,0,0,196.14632988,2,0,14,"InChI=1S/C12H20O2/c1-8(13)14-10-7-9-5-6-12(10,4)11(9,2)3/h9-10H,5-7H2,1-4H3","CC(=O)OC1CC2CCC1(C2(C)C)C","(1,7,7-trimethyl-2-bicyclo[2.2.1]heptanyl) acetate","C12H20O2",196.29,196.14632988,2,26.3,3,0,3.3
"213","Indigo InChIKey","Camphor","DSSYKIVIOFKYAU-UHFFFAOYSA-N","CC1(C)C2CCC1(C)C(=O)C2","InChI=1/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3","C10H16O","152.1201151","CC1(C)C2CCC1(C)C(=O)C2","CC1(C)C2CCC1(C)C(=O)C2","55.7186","203.784","0.000118032","0.963","0.94","0.000677641","65.146","140.676","-0.018","0.00988553","32.681","118.555","0.000545758","1.34896","0.214289","0.0111944","1.79482E-11","18.0232","5.39513","199.57","0.000079075","0.081715","4.84625","1852.03","2.38432","153.56","0.650118","0.00572767",2,0,"CC1(C2CCC1(C(=O)C2)C)C",0,2537,217,1,0,0,152.12011514,1,0,11,"InChI=1S/C10H16O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7H,4-6H2,1-3H3","CC1(C2CCC1(C(=O)C2)C)C","1,7,7-trimethylbicyclo[2.2.1]heptan-2-one","C10H16O",152.23,152.12011514,0,17.1,2,0,2.2
"224","Indigo InChIKey","Chrysanthenone","IECBDTGWSQNQID-UHFFFAOYSA-N","CC1=CCC2C(=O)C1C2(C)C","InChI=1/C10H14O/c1-6-4-5-7-9(11)8(6)10(7,2)3/h4,7-8H,5H2,1-3H3","C10H14O","150.1044651","CC1=CCC2C(=O)C1C2(C)C","CC1=CCC2C(=O)C1C2(C)C","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.11818E-10","16.0995","5.27049","230.312","4.50352E-05","0.0932073","4.97866","1050.3","2.62492","13.0237","0.631707","0.0123125",2,0,"CC1=CCC2C(=O)C1C2(C)C",0,442463,248,1,0,0,150.10446507,1,0,11,"InChI=1S/C10H14O/c1-6-4-5-7-9(11)8(6)10(7,2)3/h4,7-8H,5H2,1-3H3","CC1=CCC2C(=O)C1C2(C)C","2,7,7-trimethylbicyclo[3.1.1]hept-2-en-6-one","C10H14O",150.22,150.10446507,0,17.1,2,0,1.7
"225","InChIKey","(1S,3R,5S)-4-Methylene-1-(1-methylethyl)bicyclo[3.1.0]hexan-3-ol","MDFQXBNVOAKNAY-BBBLOLIVSA-N","CC(C)[C@@]12C[C@@H]1C(=C)[C@H](O)C2","InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6,8-9,11H,3-5H2,1-2H3/t8-,9-,10+/m1/s1","C10H16O","152.1201151","CC(C)C12CC1C(=C)C(O)C2","CC(C)C12CC1C(=C)C(O)C2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","8.29733E-11","15.4217","4.01451","208.111","2.65536E-06","0.0797218","6.70479","1024.21","3.01509","108.29","0.0399385","0.0102299",3,0,"CC(C)C12CC1C(=C)C(C2)O",0,94147,207,1,3,0,152.12011514,1,1,11,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6,8-9,11H,3-5H2,1-2H3/t8-,9-,10+/m1/s1","CC(C)[C@@]12C[C@@H]1C(=C)[C@@H](C2)O","(1S,3R,5S)-4-methylidene-1-propan-2-ylbicyclo[3.1.0]hexan-3-ol","C10H16O",152.23,152.12011514,1,20.2,0,0,1.8
"226","Indigo InChIKey","4-Methyl-1-(propan-2-yl)cyclohex-3-en-1-ol","WRYLYDPHFGVWKC-UHFFFAOYSA-N","CC(C)C1(O)CCC(C)=CC1","InChI=1/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3","C10H18O","154.1357652","CC(C)C1(O)CCC(C)=CC1","CC(C)C1(O)CCC(C)=CC1","13.5831","223.378","0.000191867","0.925","0.88","0.00012106","87.254","63.211","0.002","0.0126183","30.544","131.079","0.00135207","6.98232","0.069024","0.00877001","7.98965E-11","9.25537","2.97453","209.145","2.86011E-06","0.109826","7.15546","268.23","3.25777","47.309","0.0351017","0.0114515",1,0,"CC1=CCC(CC1)(C(C)C)O",0,11230,170,1,0,0,154.1357652,1,1,11,"InChI=1S/C10H18O/c1-8(2)10(11)6-4-9(3)5-7-10/h4,8,11H,5-7H2,1-3H3","CC1=CCC(CC1)(C(C)C)O","4-methyl-1-propan-2-ylcyclohex-3-en-1-ol","C10H18O",154.25,154.1357652,1,20.2,1,0,2.2
"251","InChIKey","Isocaryophyllene","NPNUFJAVOOONJE-FLFDDASRSA-N","[H][C@]12CC(C)(C)[C@]1([H])CC\C(C)=C/CCC2=C","InChI=1S/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3/b11-6-/t13-,14-/m1/s1","C15H24","204.1878008","CC1=CCCC(=C)C2CC(C)(C)C2CC1","CC1=CCCC(=C)C2CC(C)(C)C2CC1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1.99994E-10","1063.71","3.15295","253.743","0.00981674","31.2428","6.90376","9411.47","5.22698","-72.0347","0.0101979","1.22491E-05",2,1,"CC1=CCCC(=C)C2CC(C2CC1)(C)C",0,5281522,293,1,2,1,204.18780077,0,0,15,"InChI=1S/C15H24/c1-11-6-5-7-12(2)13-10-15(3,4)14(13)9-8-11/h6,13-14H,2,5,7-10H2,1,3-4H3/b11-6-/t13-,14-/m1/s1","C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C","(1R,4Z,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene","C15H24",204.35,204.18780077,0,0,0,0,4.4
"263","Indigo InChIKey","Linalool","CDOSHBSSFJOMGT-UHFFFAOYSA-N","CC(C)=CCCC(C)(O)C=C","InChI=1/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","C10H18O","154.1357652","CC(C)=CCCC(C)(O)C=C","CC(C)=CCCC(C)(O)C=C","13.8038","206.399","4.87528E-05","0.843","0.878","7.09578E-05","76.963","0.74","-0.02","0.0106414","25.51","136.976","0.000632412","3.8815","0.0588844","0.00739605","1.60031E-10","7.72706","3.34141","197.653","2.13141E-05","0.108886","6.50035","137.653","2.97116","-23.845","0.159296","0.0102464",1,0,"CC(=CCCC(C)(C=C)O)C",0,6549,154,1,0,0,154.1357652,1,1,11,"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3","CC(=CCCC(C)(C=C)O)C","3,7-dimethylocta-1,6-dien-3-ol","C10H18O",154.25,154.1357652,4,20.2,1,0,2.7
"270","InChIKey","Myrcene","UAHWPYUMFXYFJY-UHFFFAOYSA-N","CC(C)=CCCC(=C)C=C","InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3","C10H16","136.1252005","CC(C)=CCCC(=C)C=C","CC(C)=CCCC(=C)C=C","388.15","154.691","4.0738E-06","0.759","0.788","4.84172E-06","37.731","-63.241","-","0.0382825","23.544","127.131","8.14704E-05","0.6223","3.52371","0.000117761","2.14935E-10","237.317","3.36511","167.06","0.0369239","1.7641","4.52395","235.516","4.17027","-62.1609","2.02385","4.04753E-05",0,0,"CC(=CCCC(=C)C=C)C",0,31253,145,1,0,0,136.12520052,0,0,10,"InChI=1S/C10H16/c1-5-10(4)8-6-7-9(2)3/h5,7H,1,4,6,8H2,2-3H3","CC(=CCCC(=C)C=C)C","7-methyl-3-methylideneocta-1,6-diene","C10H16",136.23,136.12520052,4,0,0,0,4.3
"300","InChIKey","alpha-Thujone","USMNOWBWPHYOEA-MRTMQBJTSA-N","CC(C)[C@@]12C[C@@H]1[C@@H](C)C(=O)C2","InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8-,10+/m1/s1","C10H16O","152.1201151","CC(C)C12CC1C(C)C(=O)C2","CC(C)C12CC1C(C)C(=O)C2","52.8445","200.64","0.000161808","0.952","0.727","6.44169E-05","63.932","47.639","0.034","0.0212324","31.095","115.673","0.000391742","0.827942","0.653131","0.00280543","1.47526E-11","47.4088","3.56135","207.414","9.07909E-05","0.0821565","4.82776","1396.6","2.82446","76.6441","0.41338","0.00894654",3,0,"CC1C2CC2(CC1=O)C(C)C",0,261491,207,1,3,0,152.12011514,1,0,11,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8-,10+/m1/s1","C[C@@H]1[C@H]2C[C@]2(CC1=O)C(C)C","(1S,4R,5R)-4-methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-one","C10H16O",152.23,152.12011514,1,17.1,0,0,2.3
"302","InChIKey","beta Thujone","USMNOWBWPHYOEA-XKSSXDPKSA-N","CC(C)[C@@]12C[C@@H]1[C@H](C)C(=O)C2","InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8+,10-/m0/s1","C10H16O","152.1201151","CC(C)C12CC1C(C)C(=O)C2","CC(C)C12CC1C(C)C(=O)C2","52.8445","200.64","0.000161808","0.952","0.727","6.44169E-05","68.232","47.639","0.034","0.0144212","31.095","115.673","0.000391742","0.827942","0.653131","0.00280543","1.47526E-11","47.4088","3.56135","207.414","9.07909E-05","0.0821565","4.82776","1396.6","2.82446","76.6441","0.41338","0.00894654",3,0,"CC1C2CC2(CC1=O)C(C)C",0,91456,207,1,3,0,152.12011514,1,0,11,"InChI=1S/C10H16O/c1-6(2)10-4-8(10)7(3)9(11)5-10/h6-8H,4-5H2,1-3H3/t7-,8+,10-/m0/s1","C[C@H]1[C@H]2C[C@]2(CC1=O)C(C)C","(1S,4S,5R)-4-methyl-1-propan-2-ylbicyclo[3.1.0]hexan-3-one","C10H16O",152.23,152.12011514,1,17.1,0,0,2.3
"320","InChIKey","trans,trans-Farnesol","CRDAMVZIKSXKFV-YFVJMOTDSA-N","CC(C)=CCC\C(C)=C\CC\C(C)=C\CO","InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9+,15-11+","C15H26O","222.1983655","CC(C)=CCCC(C)=CCCC(C)=CCO","CC(C)=CCCC(C)=CCCC(C)=CCO","176.604","308.085","1.35519E-06","0.887","0.568","1.80302E-06","119.582","20.3","0.094","0.0328095","27.22","140.681","1.39637E-05","6.5013","0.000240991","7.56833E-05","2.24375E-10","103.469","4.53509","277.705","1.59716E-06","0.528646","8.53825","1294.2","4.91156","21.7821","0.00229965","7.92083E-05",0,2,"CC(=CCCC(=CCCC(=CCO)C)C)C",0,445070,265,1,0,2,222.19836546,1,1,16,"InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9+,15-11+","CC(=CCC/C(=C/CC/C(=C/CO)/C)/C)C","(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol","C15H26O",222.37,222.19836546,7,20.2,0,0,4.8
"322","Indigo InChIKey","trans-Nerolidol","FQTLCLSUCSAZDY-SDNWHVSQSA-N","CC(C)=CCC\C(C)=C\CCC(C)(O)C=C","InChI=1/C15H26O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,9,11,16H,1,7-8,10,12H2,2-5H3/b14-11+","C15H26O","222.1983655","CC(C)=CCCC(C)=CCCC(C)(O)C=C","CC(C)=CCCC(C)=CCCC(C)(O)C=C","58.2103","274.859","1.70608E-06","0.845","0.459","2.73527E-06","113.848","-11.792","0.055","0.0418794","26.839","138.231","2.85759E-05","8.79023","0.00163305","0.000146218","1.74473E-10","113.758","3.34758","275.994","9.99494E-07","0.535526","9.25143","1025.76","4.86179","28.6312","0.00653336","0.00244526",1,1,"CC(=CCCC(=CCCC(C)(C=C)O)C)C",0,5284507,269,1,0,1,222.19836546,1,1,16,"InChI=1S/C15H26O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,9,11,16H,1,7-8,10,12H2,2-5H3/b14-11+","CC(=CCC/C(=C/CCC(C)(C=C)O)/C)C","(6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol","C15H26O",222.37,222.19836546,7,20.2,1,0,4.6
"346","InChIKey","(-)-alpha-Cadinol","LHYHMMRYTDARSZ-BYNSBNAKSA-N","[H][C@@]12C=C(C)CC[C@@]1([H])[C@](C)(O)CC[C@H]2C(C)C","InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15+/m0/s1","C15H26O","222.1983655","CC(C)C1CCC(C)(O)C2CCC(C)=CC12","CC(C)C1CCC(C)(O)C2CCC(C)=CC12","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.9468E-11","106.937","95.1499","282.237","1.00697E-06","4.69002","9.26518","6071.15","4.09606","94.9472","0.00601835","0.00115196",4,0,"CC1=CC2C(CCC(C2CC1)(C)O)C(C)C",0,10398656,292,1,4,0,222.19836546,1,1,16,"InChI=1S/C15H26O/c1-10(2)12-7-8-15(4,16)14-6-5-11(3)9-13(12)14/h9-10,12-14,16H,5-8H2,1-4H3/t12-,13-,14+,15+/m0/s1","CC1=C[C@H]2[C@@H](CC[C@@]([C@@H]2CC1)(C)O)C(C)C","(1R,4S,4aR,8aR)-1,6-dimethyl-4-propan-2-yl-3,4,4a,7,8,8a-hexahydro-2H-naphthalen-1-ol","C15H26O",222.37,222.19836546,1,20.2,0,0,3.3
"350","Indigo InChIKey","beta-Pinene","WTARULDDTDQWMU-UHFFFAOYSA-N","CC1(C)C2CC1C(=C)CC2","InChI=1/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3","C10H16","136.1252005","CC1(C)C2CC1C(=C)CC2","CC1(C)C2CC1C(=C)CC2","851.138","162.069","0.000041783","0.871","0.787","6.3387E-06","39.793","-36.71","-0.016","0.030903","29.844","112.703","0.000180302","2.0893","7.09578","0.000127644","7.9187E-11","392.024","24.2705","159.16","0.0610123","5.06878","4.47666","2663.8","4.16124","-60.6036","2.89732","2.71895E-05",2,0,"CC1(C2CCC(=C)C1C2)C",0,14896,177,1,0,0,136.12520052,0,0,10,"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h8-9H,1,4-6H2,2-3H3","CC1(C2CCC(=C)C1C2)C","6,6-dimethyl-2-methylidenebicyclo[3.1.1]heptane","C10H16",136.23,136.12520052,0,0,2,0,3.1
"357","Indigo InChIKey","1,7,7-Trimethylbicyclo[2.2.1]heptan-2-ol","DTGKSKDOIYIVQL-UHFFFAOYSA-N","CC1(C)C2CCC1(C)C(O)C2","InChI=1/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3","C10H18O","154.1357652","CC1(C)C2CCC1(C)C(O)C2","CC1(C)C2CCC1(C)C(O)C2","37.6704","211.771","0.000102094","0.967","1.037","0.000632412","71.914","148.052","-0.08","0.0141254","32.218","125.116","0.000864968","7.8343","0.0729458","0.00860994","3.33478E-11","27.6936","6.2173","210.046","9.02232E-06","0.204143","6.57452","1927.24","3.11093","208.73","0.0502068","0.00478899",3,0,"CC1(C2CCC1(C(C2)O)C)C",0,64685,185,1,0,0,154.1357652,1,1,11,"InChI=1S/C10H18O/c1-9(2)7-4-5-10(9,3)8(11)6-7/h7-8,11H,4-6H2,1-3H3","CC1(C2CCC1(C(C2)O)C)C","1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol","C10H18O",154.25,154.1357652,0,20.2,3,0,2.7
"371","InChIKey","(-)Carophyllene oxide","NVEQFIOZRFFVFW-RGCMKSIDSA-N","C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2","InChI=1S/C15H24O/c1-10-5-6-13-15(4,16-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3/t11-,12-,13-,15-/m1/s1","C15H24O","220.1827154","CC12CCC3C(CC3(C)C)C(=C)CCC1O2","CC12CCC3C(CC3(C)C)C(=C)CCC1O2","521.195","283.287","2.12814E-06","0.942","0.588","5.50808E-07","95.462","84.806","-0.025","0.011324","-","-","-","3.43558","0.000696626","0.00301995","7.71031E-11","176.532","3.95284","253.734","0.000223984","16.4814","6.87605","5791.19","5.09247","62.2347","3.04633E-05","0.000031108",4,0,"CC1(CC2C1CCC3(C(O3)CCC2=C)C)C",0,1742210,330,1,4,0,220.18271539,1,0,16,"InChI=1S/C15H24O/c1-10-5-6-13-15(4,16-13)8-7-12-11(10)9-14(12,2)3/h11-13H,1,5-9H2,2-4H3/t11-,12-,13-,15-/m1/s1","C[C@@]12CC[C@@H]3[C@H](CC3(C)C)C(=C)CC[C@H]1O2","(1R,4R,6R,10S)-4,12,12-trimethyl-9-methylidene-5-oxatricyclo[8.2.0.04,6]dodecane","C15H24O",220.35,220.18271539,0,12.5,0,0,3.6
"384","InChIKey","3,3,6-Trimethylhepta-1,5-dien-4-one","OTYVBQZXUNBRTK-UHFFFAOYSA-N","CC(C)=CC(=O)C(C)(C)C=C","InChI=1S/C10H16O/c1-6-10(4,5)9(11)7-8(2)3/h6-7H,1H2,2-5H3","C10H16O","152.1201151","CC(C)=CC(=O)C(C)(C)C=C","CC(C)=CC(=O)C(C)(C)C=C","12.5893","198.948","5.94292E-06","0.891","0.976","4.62381E-05","68.373","7.752","-0.019","0.0135519","30.791","-","0.000055335","-","0.433511","0.00706318","6.51513E-11","18.0953","3.36102","218.924","7.89731E-05","0.0854821","4.43092","149.033","3.72121","-14.8211","1.24645","0.0111313",0,0,"CC(=CC(=O)C(C)(C)C=C)C",0,68346,193,1,0,0,152.12011514,1,0,11,"InChI=1S/C10H16O/c1-6-10(4,5)9(11)7-8(2)3/h6-7H,1H2,2-5H3","CC(=CC(=O)C(C)(C)C=C)C","3,3,6-trimethylhepta-1,5-dien-4-one","C10H16O",152.23,152.12011514,3,17.1,0,0,3.1
"385","InChIKey","Isopropyl-o-cresol","RECUKUPTGUEGMW-UHFFFAOYSA-N","CC(C)C1=CC=C(C)C(O)=C1","InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3","C10H14O","150.1044651","CC(C)C1=CC=C(C)C(O)=C1","CC(C)C1=CC=C(C)C(O)=C1","23.2274","233.332","1.91426E-05","0.986","0.773","7.49894E-05","98.159","28.292","0.409","0.00665273","34.19","136.178","0.000141906","8.89201","0.0127057","0.00903649","8.06794E-11","27.7252","3.10263","237.216","7.58939E-07","0.081442","7.59252","2852.63","3.4866","1.72076","0.0100604","0.00830757",0,0,"CC1=C(C=C(C=C1)C(C)C)O",0,10364,120,1,0,0,150.10446507,1,1,11,"InChI=1S/C10H14O/c1-7(2)9-5-4-8(3)10(11)6-9/h4-7,11H,1-3H3","CC1=C(C=C(C=C1)C(C)C)O","2-methyl-5-propan-2-ylphenol","C10H14O",150.22,150.10446507,1,20.2,0,0,3.1
"392","InChIKey","3-Octanone","RHLVCLIPMVJYKS-UHFFFAOYSA-N","CCCCCC(=O)CC","InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h3-7H2,1-2H3","C8H16O","128.1201151","CCCCCC(=O)CC","CCCCCC(=O)CC","16.1808","168.271","0.000338065","0.831","0.719","0.000338065","52.804","-30.722","0.089","0.0225424","26.243","138.947","0.000753356","0.877001","1.63682","0.0131826","1.2653E-11","17.3582","4.50513","167.67","0.000153946","0.143489","4.55842","89.6459","2.4569","-12.7675","1.9836","0.0202238",0,0,"CCCCCC(=O)CC",0,246728,76.6,1,0,0,128.12011514,1,0,9,"InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h3-7H2,1-2H3","CCCCCC(=O)CC","octan-3-one","C8H16O",128.21,128.12011514,5,17.1,0,0,2.3
"393","InChIKey","Eugenol","RRAFCDWBNXTKKO-UHFFFAOYSA-N","COC1=C(O)C=CC(CC=C)=C1","InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3","C10H12O2","164.0837296","COC1=C(O)C=CC(CC=C)=C1","COC1=C(O)C=CC(CC=C)=C1","17.6604","251.998","2.45471E-05","1.07","0.822","8.29851E-05","113.93","32.593","0.246","0.0141906","37.473","148.274","0.000282488","5.78096","0.00567545","0.0102094","6.15335E-11","7.08184","3.32808","253.35","2.21277E-07","0.171049","7.71632","1850.44","2.27242","-8.85146","0.0223817","0.00513607",0,0,"COC1=C(C=CC(=C1)CC=C)O",0,3314,145,1,0,0,164.08372963,2,1,12,"InChI=1S/C10H12O2/c1-3-4-8-5-6-9(11)10(7-8)12-2/h3,5-7,11H,1,4H2,2H3","COC1=C(C=CC(=C1)CC=C)O","2-methoxy-4-prop-2-enylphenol","C10H12O2",164.2,164.08372963,3,29.5,0,0,2
"396","InChIKey","(-)-Linalool","CDOSHBSSFJOMGT-JTQLQIEISA-N","CC(C)=CCC[C@@](C)(O)C=C","InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/t10-/m0/s1","C10H18O","154.1357652","CC(C)=CCCC(C)(O)C=C","CC(C)=CCCC(C)(O)C=C","13.8038","206.399","4.87528E-05","0.845","0.878","7.09578E-05","78.752","0.74","-0.02","0.0101859","25.519","136.976","0.000632412","3.8815","0.055847","0.0072277","1.60031E-10","7.72706","3.34141","197.653","2.13141E-05","0.108886","6.50035","137.653","2.97116","-23.845","0.159296","0.0102464",1,0,"CC(=CCCC(C)(C=C)O)C",0,443158,154,1,1,0,154.1357652,1,1,11,"InChI=1S/C10H18O/c1-5-10(4,11)8-6-7-9(2)3/h5,7,11H,1,6,8H2,2-4H3/t10-/m0/s1","CC(=CCC[C@](C)(C=C)O)C","(3R)-3,7-dimethylocta-1,6-dien-3-ol","C10H18O",154.25,154.1357652,4,20.2,0,0,2.7
